,start,end,lenght,feature
0,20160,20765,605,mobile_element
1,21412,21838,426,mobile_element
2,22428,26308,3880,gene
3,22428,22482,54,mRNA
4,22544,24696,2152,mRNA
5,24752,24908,156,mRNA
6,25089,25280,191,mRNA
7,25341,25559,218,mRNA
8,25619,25976,357,mRNA
9,26030,26308,278,mRNA
10,24173,24696,523,mRNA
11,24752,24908,156,mRNA
12,25089,25280,191,mRNA
13,25341,25559,218,mRNA
14,25619,25976,357,mRNA
15,26030,26308,278,mRNA
16,24193,24696,503,CDS
17,24752,24908,156,CDS
18,25089,25280,191,CDS
19,25341,25559,218,CDS
20,25619,25976,357,CDS
21,26030,26078,48,CDS
22,24193,24696,503,CDS
23,24752,24908,156,CDS
24,25089,25280,191,CDS
25,25341,25559,218,CDS
26,25619,25976,357,CDS
27,26030,26078,48,CDS
28,27654,28800,1146,mobile_element
29,28807,28899,92,mobile_element
30,33790,34115,325,mobile_element
31,37117,37158,41,mobile_element
32,37328,37369,41,mobile_element
33,38373,38850,477,mobile_element
34,38858,39247,389,mobile_element
35,43547,43653,106,mobile_element
36,45407,45785,378,mobile_element
37,48482,48576,94,mobile_element
38,52498,52539,41,mobile_element
39,53873,54751,878,gene
40,53873,54751,878,mRNA
41,54481,54669,188,CDS
42,55873,55927,54,mobile_element
43,56776,56892,116,mobile_element
44,59736,59925,189,mobile_element
45,61764,61807,43,mobile_element
46,64643,64907,264,mobile_element
47,65618,65929,311,mobile_element
48,66430,68995,2565,gene
49,66430,66721,291,mRNA
50,66787,68995,2208,mRNA
51,66515,66721,206,CDS
52,66787,68898,2111,CDS
53,69138,69894,756,gene
54,69138,69894,756,ncRNA
55,70504,71042,538,gene
56,70504,71042,538,ncRNA
57,70851,71396,545,gene
58,70851,71026,175,ncRNA
59,71097,71396,299,ncRNA
60,72196,73101,905,gene
61,72766,73101,335,ncRNA
62,72196,72529,333,ncRNA
63,73945,75332,1387,gene
64,74454,75332,878,mRNA
65,73945,74391,446,mRNA
66,74486,75270,784,mRNA
67,74638,75210,572,CDS
68,74638,75210,572,CDS
69,78013,78446,433,mobile_element
70,84579,84701,122,mobile_element
71,91047,91474,427,mobile_element
72,91658,91811,153,mobile_element
73,92336,92387,51,mobile_element
74,97628,98375,747,gene
75,98285,98375,90,mRNA
76,97628,98144,516,mRNA
77,98285,98329,44,CDS
78,97923,98144,221,CDS
79,98888,98945,57,mobile_element
80,100165,100565,400,mobile_element
81,110267,119375,9108,mobile_element
82,125009,125420,411,gene
83,125009,125420,411,ncRNA
84,125421,125833,412,gene
85,125421,125833,412,ncRNA
86,127321,127666,345,gene
87,127321,127666,345,ncRNA
88,129450,145895,16445,gene
89,129450,129888,438,mRNA
90,135458,135842,384,mRNA
91,135967,136335,368,mRNA
92,141770,142879,1109,mRNA
93,142943,143217,274,mRNA
94,143515,145895,2380,mRNA
95,129450,129888,438,mRNA
96,135458,135842,384,mRNA
97,135967,136335,368,mRNA
98,141770,142879,1109,mRNA
99,142943,143217,274,mRNA
100,143515,144642,1127,mRNA
101,129823,129888,65,CDS
102,135458,135842,384,CDS
103,135967,136335,368,CDS
104,141770,142879,1109,CDS
105,142943,143217,274,CDS
106,143515,143820,305,CDS
107,129823,129888,65,CDS
108,135458,135842,384,CDS
109,135967,136335,368,CDS
110,141770,142879,1109,CDS
111,142943,143217,274,CDS
112,143515,143820,305,CDS
113,130730,131571,841,gene
114,130730,131571,841,ncRNA
115,131812,132055,243,mRNA
116,135458,135842,384,mRNA
117,135967,136335,368,mRNA
118,141770,142879,1109,mRNA
119,142943,143217,274,mRNA
120,143515,145293,1778,mRNA
121,131812,131913,101,mRNA
122,135058,135384,326,mRNA
123,135458,135842,384,mRNA
124,135967,136335,368,mRNA
125,141770,142879,1109,mRNA
126,142943,143217,274,mRNA
127,143515,145293,1778,mRNA
128,131812,132530,718,mRNA
129,135458,135842,384,mRNA
130,135967,136335,368,mRNA
131,141770,142879,1109,mRNA
132,142943,143217,274,mRNA
133,143515,144642,1127,mRNA
134,132733,132809,76,mRNA
135,135458,135842,384,mRNA
136,135967,136335,368,mRNA
137,141770,142879,1109,mRNA
138,142943,143217,274,mRNA
139,143515,144054,539,mRNA
140,132795,132809,14,CDS
141,135458,135842,384,CDS
142,135967,136335,368,CDS
143,141770,142879,1109,CDS
144,142943,143217,274,CDS
145,143515,143820,305,CDS
146,135635,135842,207,CDS
147,135967,136335,368,CDS
148,141770,142879,1109,CDS
149,142943,143217,274,CDS
150,143515,143820,305,CDS
151,135635,135842,207,CDS
152,135967,136335,368,CDS
153,141770,142879,1109,CDS
154,142943,143217,274,CDS
155,143515,143820,305,CDS
156,135635,135842,207,CDS
157,135967,136335,368,CDS
158,141770,142879,1109,CDS
159,142943,143217,274,CDS
160,143515,143820,305,CDS
161,141066,141440,374,mRNA
162,141564,141691,127,mRNA
163,141770,142879,1109,mRNA
164,142943,143217,274,mRNA
165,143515,144054,539,mRNA
166,141255,141440,185,mRNA
167,141770,142879,1109,mRNA
168,142943,143217,274,mRNA
169,143515,145293,1778,mRNA
170,141556,141691,135,mRNA
171,141770,142879,1109,mRNA
172,142943,143217,274,mRNA
173,143515,145293,1778,mRNA
174,141841,142879,1038,CDS
175,142943,143217,274,CDS
176,143515,143820,305,CDS
177,141841,142879,1038,CDS
178,142943,143217,274,CDS
179,143515,143820,305,CDS
180,141841,142879,1038,CDS
181,142943,143217,274,CDS
182,143515,143820,305,CDS
183,146433,149056,2623,gene
184,146433,146706,273,mRNA
185,146772,147398,626,mRNA
186,147453,147883,430,mRNA
187,147936,148413,477,mRNA
188,148462,148645,183,mRNA
189,148704,148841,137,mRNA
190,148895,149056,161,mRNA
191,146433,146706,273,mRNA
192,146772,147082,310,mRNA
193,147138,147398,260,mRNA
194,147453,147666,213,mRNA
195,147730,147883,153,mRNA
196,147936,148413,477,mRNA
197,148462,148645,183,mRNA
198,148704,148841,137,mRNA
199,148895,149056,161,mRNA
200,146433,146706,273,mRNA
201,146772,147082,310,mRNA
202,148462,148645,183,mRNA
203,148704,148841,137,mRNA
204,148895,149056,161,mRNA
205,146504,146706,202,CDS
206,146772,147082,310,CDS
207,147138,147398,260,CDS
208,147453,147666,213,CDS
209,147730,147883,153,CDS
210,147936,148413,477,CDS
211,148462,148645,183,CDS
212,148704,148841,137,CDS
213,148895,148970,75,CDS
214,146504,146706,202,CDS
215,146772,147082,310,CDS
216,148462,148645,183,CDS
217,148704,148841,137,CDS
218,148895,148970,75,CDS
219,147755,147883,128,CDS
220,147936,148413,477,CDS
221,148462,148645,183,CDS
222,148704,148841,137,CDS
223,148895,148970,75,CDS
224,149679,152589,2910,gene
225,152341,152589,248,mRNA
226,152123,152272,149,mRNA
227,151848,152069,221,mRNA
228,150349,151790,1441,mRNA
229,150084,150296,212,mRNA
230,149679,150018,339,mRNA
231,152341,152589,248,mRNA
232,152123,152298,175,mRNA
233,151848,152069,221,mRNA
234,150349,151790,1441,mRNA
235,150084,150296,212,mRNA
236,149679,150018,339,mRNA
237,152341,152397,56,CDS
238,152123,152272,149,CDS
239,151848,152069,221,CDS
240,150349,151790,1441,CDS
241,150084,150296,212,CDS
242,149808,150018,210,CDS
243,151848,152036,188,CDS
244,150349,151790,1441,CDS
245,150084,150296,212,CDS
246,149808,150018,210,CDS
247,152884,174517,21633,gene
248,152884,153304,420,mRNA
249,167476,167619,143,mRNA
250,168581,168850,269,mRNA
251,172061,174517,2456,mRNA
252,153071,153304,233,CDS
253,167476,167619,143,CDS
254,168581,168850,269,CDS
255,172061,173908,1847,CDS
256,157818,158211,393,gene
257,157818,158211,393,ncRNA
258,160804,161371,567,mRNA
259,167476,167619,143,mRNA
260,168581,168850,269,mRNA
261,172061,174517,2456,mRNA
262,161252,161371,119,CDS
